code,readability_level,num_of_lines_norm,code_length_norm,cyclomatic_complexity_norm,indents_norm,loop_count_norm,line_length_norm,identifiers_norm
"class Solution:
    def findDuplicate(self, paths: List[str]) -> List[List[str]]:
        mp = {} # mapping from content to file 
        for path in paths: 
            files = path.split()
            for i in range(1, len(files)): 
                f, c = files[i].split(""("")
                mp.setdefault(c[:-1], []).append(files[0] + ""/"" + f) 
        return [x for x in mp.values() if len(x) > 1]",Medium,0.08955223880597014,0.09528130671506352,0.3157894736842105,0.2857142857142857,0.15384615384615385,0.4090104849279162,0.15625
"class Solution:
    def triangleNumber(self, nums: List[int]) -> int:
        nums.sort()
        count=0
        for i in range(len(nums)-2):
            k=i+2
            for j in range(i+1,len(nums)-1):
                if nums[i]==0: continue
                while k<len(nums) and nums[i] + nums[j] > nums[k]:
                    k+=1
                count+=k-j-1
        return count",Medium,0.13432835820895522,0.0910465819721718,0.3684210526315789,0.2857142857142857,0.15384615384615385,0.20924580007148816,0.21875
"class Solution:
    def mergeTrees(self, root1: TreeNode, root2: TreeNode) -> TreeNode:
        if root1 == root2 == None:
            return None
        
        if root1 and root2 == None:
            return root1
        
        if root2 and root1 == None:
            return root2

        if root1 and root2:
            root = TreeNode(root1.val + root2.val)
            root.left = self.mergeTrees(root1.left, root2.left)
            root.right = self.mergeTrees(root1.right, root2.right)
            return root",Medium,0.19402985074626866,0.13157894736842105,0.2631578947368421,0.2857142857142857,0.15384615384615385,0.20325032765399742,0.359375
"class Solution:
    def leastInterval(self, tasks: List[str], n: int) -> int:
        freq = {} # frequency table 
        for x in tasks: freq[x] = 1 + freq.get(x, 0)
        mx = max(freq.values()) # highest frequency
        cnt = sum(v == mx for v in freq.values()) # occurrences of most frequent tasks
        return max(len(tasks), (mx-1)*(n+1) + cnt)",Low,0.05970149253731343,0.08197217180883243,0.2631578947368421,0.14285714285714285,0.07692307692307693,0.534338138925295,0.1875
"class Solution:
    def addOneRow(self, root: Optional[TreeNode], v: int, d: int) -> Optional[TreeNode]:
        temp=root
        def hii(temp,d):
            
            if d==2 and temp:
                x=TreeNode(v)
                y=TreeNode(v)
                x.left=temp.left
                y.right=temp.right
                temp.left=x
                temp.right=y
                return root
            else:
                if temp:
                    hii(temp.left,d-1)
                    hii(temp.right,d-1)
            return root
        
        if d==1:
            x=TreeNode(v)
            x.left=root
            return x
        
        return hii(temp,d)",Medium,0.3283582089552239,0.18027828191167575,0.21052631578947367,0.42857142857142855,0.11538461538461539,0.1188073394495413,0.4375
"class Solution:
    def maximumProduct(self, nums: List[int]) -> int:
        
        nums.sort()
        return max(nums[-1] * nums[-2] * nums[-3], nums[0] * nums[1] * nums[-1])",High,0.029850746268656716,0.028130671506352088,0.21052631578947367,0.14285714285714285,0.0,0.3371559633027524,0.015625
"class Solution:
    def kInversePairs(self, n: int, k: int) -> int:
        curr = [0 for _ in range(k+1)]
        prev = [0 for _ in range(k+1)]
        for i in range(1,n+1):
            value = 0
            for j in range(k+1):
                if j == 0:
                    curr[j] = 1
                    value += prev[j]
                else:
                    if j >= i:
                        value-=prev[j-i]
                    value+=prev[j]
                    curr[j] = value
            curr,prev = prev,curr
        return prev[-1] % (10**9+7)",Medium,0.208955223880597,0.14398064125831822,0.42105263157894735,0.42857142857142855,0.23076923076923078,0.20848623853211012,0.375
"class Solution:
    def scheduleCourse(self, courses: List[List[int]]) -> int:
        prefix = 0 
        pq = [] # max-heap 
        for x, y in sorted(courses, key=lambda x: x[1]): 
            prefix += x
            heappush(pq, -x)
            while prefix > y: prefix += heappop(pq)
        return len(pq)",Medium,0.08955223880597014,0.06836055656382335,0.3157894736842105,0.2857142857142857,0.07692307692307693,0.26028833551769337,0.1875
"class Solution:
    def smallestRange(self, nums: List[List[int]]) -> List[int]:
        hi = -inf
        pq = []
        for i, num in enumerate(nums): 
            heappush(pq, (num[0], i, 0))
            hi = max(hi, num[0])
        
        ans = [-inf, inf]
        while pq: 
            ans = min(ans, [pq[0][0], hi], key=lambda x: (x[1]-x[0], x[0]))
            _, i, j = heappop(pq)
            if j+1 == len(nums[i]): break 
            hi = max(hi, nums[i][j+1])
            heappush(pq, (nums[i][j+1], i, j+1))
        return ans",Low,0.19402985074626866,0.13793103448275862,0.3157894736842105,0.2857142857142857,0.11538461538461539,0.22196592398427265,0.484375
"class Solution:
    def judgeSquareSum(self, c: int) -> bool:
        # Fermat theorem on sum of two squares
        x = 2
        while x*x <= c: 
            if c % x == 0: 
                mult = 0
                while c % x == 0: 
                    mult += 1
                    c //= x
                if x % 4 == 3 and mult &amp; 1: return False 
            x += 1
        return c % 4 != 3",Medium,0.14925373134328357,0.09497882637628555,0.3684210526315789,0.42857142857142855,0.15384615384615385,0.18453473132372222,0.328125
"class Solution:
    def exclusiveTime(self, n: int, logs: List[str]) -> List[int]:
        ans = [0] * n
        stk, start = [], None
        for log in logs:
            jid, kw, ts = log.split(':')
            jid, ts = int(jid), int(ts)
            if kw == 'start':
                if stk:
                    ans[stk[-1]] += (ts - start)
                stk.append(jid)
                start = ts
            else:
                ans[stk.pop()] += (ts - start + 1)
                start = ts + 1
        return ans",Medium,0.19402985074626866,0.13157894736842105,0.3684210526315789,0.42857142857142855,0.11538461538461539,0.20325032765399742,0.375
"class Solution:
    def averageOfLevels(self, root: Optional[TreeNode]) -> List[float]:
        lst=[root]
        flst=[]
        avg=[]
        sm,ct=0,0
        while lst:
            x=lst.pop(0)
            sm+=x.val
            ct+=1
            if x.left:
                flst.append(x.left)
            if x.right:
                flst.append(x.right)
            if lst==[]:
                lst=flst[:]
                flst=[]
                av=sm/ct
                avg.append(round(av,5))
                sm=0
                ct=0
        return avg",Medium,0.2835820895522388,0.14367816091954022,0.42105263157894735,0.2857142857142857,0.15384615384615385,0.0960494289458903,0.359375
"class Solution:
    def numDecodings(self, s: str) -> int:
        
        @cache 
        def fn(i): 
            """"""Return decode ways.""""""
            if i == len(s): return 1 
            if s[i] == ""0"": return 0 
            if i == len(s)-1: return 9 if s[i] == '*' else 1
            if s[i] == ""*"": 
                ans = 9*fn(i+1)
                if s[i+1] == ""*"": ans += 15*fn(i+2)
                else: 
                    ans += fn(i+2)
                    if s[i+1] <= ""6"": ans += fn(i+2)
            else: 
                ans = fn(i+1)
                if s[i+1] == ""*"": 
                    if s[i] == ""1"": ans += 9*fn(i+2)
                    elif s[i] == ""2"": ans += 6*fn(i+2)
                elif int(s[i:i+2]) <= 26: ans += fn(i+2)
            return ans % 1_000_000_007
        
        return fn(0)",Low,0.31343283582089554,0.2220205686630369,0.47368421052631576,0.42857142857142855,0.4230769230769231,0.2155336486409482,0.828125
"class Solution:
    def solveEquation(self, equation: str) -> str:
        s = ''
        x, i = 0, 0
        rev = False
		
        for c in equation:
            if c in '+-':
				if s:
					i += int(s or 0) * (rev or -1)
                s = c
            elif c == 'x':
                x -= int(s+'1' if s in '+-' else s) * (rev or -1)
                s = ''
            elif c == '=':
			    if s:
					i -= int(s or 0)
					s = ''
                rev = True
            else:
                s += c
        else:
		    if s:
				i += int(s or 0) * (rev or -1)
            return f'x={i//x}' if x else 'No solution' if i else 'Infinite solutions'",Medium,0.3283582089552239,0.1705989110707804,0.5789473684210527,0.14285714285714285,0.38461538461538464,0.10098296199213624,0.484375
"class Solution:
    def findMaxAverage(self, nums: List[int], k: int) -> float:
        sums, ans = 0, float(""-inf"")
        i = 0
        for j in range(len(nums)):
            sums += nums[j]
            if j-i+1 == k:
                ans = max(ans, sums)
                sums -= nums[i]
                i = i+1
        return ans / k",Medium,0.11940298507462686,0.07562008469449485,0.3157894736842105,0.2857142857142857,0.07692307692307693,0.18809960681520319,0.25
"class Solution:
    def findErrorNums(self, nums: List[int]) -> List[int]:
        a = Counter(nums)
        Fsm = sum(nums)
        Csm = (len(nums) * (len(nums)+1))//2
        tp = a.most_common(1)
        return [tp[0][0], Csm - (Fsm - tp[0][0])]",High,0.05970149253731343,0.049304295220810646,0.21052631578947367,0.14285714285714285,0.0,0.2937090432503277,0.078125
"class Solution:
def findLongestChain(self, pairs: List[List[int]]) -> int:
    n=len(pairs)
    dp=[1]*n
    pairs=sorted(pairs,key=lambda k:k[0])
    for i in range(1,n):
        for j in range(0,i):
            if pairs[i][0]>pairs[j][1] and dp[i]<dp[j]+1:
                dp[i]=dp[j]+1
    return max(dp)",High,0.1044776119402985,0.06684815486993345,0.3684210526315789,0.14285714285714285,0.11538461538461539,0.1949322848405418,0.21875
"class Solution:
    def countSubstrings(self, s: str) -> int:
        count = 0
   
        for l in range(len(s)):
            count += Solution.check(l,l,s)
            count += Solution.check(l,l+1,s)
            
        return count
    
    @staticmethod
    def check(l, r, s):
        count = 0
        while(l>=0 and r<len(s)):
            if s[l] == s[r]:
                count +=1
            else:
                break
            l-=1
            r+=1
        return count",High,0.26865671641791045,0.12099213551119177,0.21052631578947367,0.2857142857142857,0.11538461538461539,0.06377457404980341,0.375
"class Solution:
    def replaceWords(self, dictionary: List[str], sentence: str) -> str:
        s = sentence.split()
        dictionary.sort(key=lambda x:len(x))
        for i,j in enumerate(s):
            for v in dictionary:
                if j.startswith(v):
                    s[i] = v
                    break
        return ' '.join(s)",High,0.1044776119402985,0.07864488808227466,0.3157894736842105,0.2857142857142857,0.11538461538461539,0.25286151157710796,0.15625
"class Solution:
    def predictPartyVictory(self, senate: str) -> str:
        d, r = senate.count(""D""), senate.count(""R"")
        killedR, killedD = 0, 0
        deleted = set()
        while d and r:
            for idx,letter in enumerate(senate):
                if idx in deleted: continue
                if letter == ""R"" and killedR == 0:
                    killedD += 1
                    d -= 1
                elif letter == ""D"" and killedD == 0:
                    killedR += 1
                    r -= 1
                elif letter == ""R"" and killedR > 0:
                    deleted.add(idx)
                    killedR -= 1
                else:
                    deleted.add(idx)
                    killedD -= 1
        return ""Dire"" if d else ""Radiant""",Low,0.26865671641791045,0.20810647307924984,0.47368421052631576,0.42857142857142855,0.2692307692307692,0.25627785058977726,0.578125
"class Solution:
    def minSteps(self, n: int) -> int:
        ans=0
        for d in range(2,n+1):
            while n%d==0:
                ans+=d
                n/=d
            if n<d:
                break
        return ans",High,0.1044776119402985,0.043557168784029036,0.3157894736842105,0.2857142857142857,0.11538461538461539,0.0805591961555265,0.171875
"class Solution:
    def findDuplicateSubtrees(self, root: TreeNode) -> List[TreeNode]:
        
        def fn(node): 
            """"""Return serialized sub-tree rooted at node.""""""
            if not node: return "" ""
            left, right = fn(node.left), fn(node.right)
            srl = "","".join((str(node.val), left, right))
            if seen.get(srl, 0) == 1: ans.append(node)
            seen[srl] = 1 + seen.get(srl, 0)
            return srl
        
        ans, seen = [], {}
        fn(root)
        return ans",Medium,0.1791044776119403,0.13218390804597702,0.15789473684210525,0.2857142857142857,0.07692307692307693,0.2383261561505335,0.296875
"class Solution:
    def findTarget(self, root: Optional[TreeNode], k: int) -> bool:
		#Generates node values depth-first from right-to-left
        def dftRtoL(root):
            if root.right: yield from dftRtoL(root.right)
            yield root.val
            if root.left: yield from dftRtoL(root.left)
        
		#Generates node values depth-first from left-to-right
        def dftLtoR(root):
            if root.left: yield from dftLtoR(root.left)
            yield root.val
            if root.right: yield from dftLtoR(root.right)
        
        pl, pr = dftLtoR(root), dftRtoL(root)
        l, r = next(pl), next(pr)
        
		#If the node values are equal then all nodes have been checked and there is no solution
        while l != r:
			#l+r is too small, decrease l
            if l + r < k:
                l = next(pl)
			#l+r is too big, increase r
            elif l + r > k:
                r = next(pr)
			#l+r == k, the solution is found
            else: return True
        return False",Low,0.373134328358209,0.28039927404718695,0.5263157894736842,0.14285714285714285,0.3076923076923077,0.24048347167613227,0.453125
"class Solution:
    def constructMaximumBinaryTree(self, nums: List[int]) -> TreeNode:
        if nums == []:
            return None
        else:
            node = TreeNode(max(nums))
        node.left = self.constructMaximumBinaryTree(nums[:nums.index(max(nums))])
        node.right = self.constructMaximumBinaryTree(nums[nums.index(max(nums))+1:])
        return node",Medium,0.08955223880597014,0.0868118572292801,0.21052631578947367,0.2857142857142857,0.038461538461538464,0.36222149410222815,0.15625
"class Solution:
    def printTree(self, root: TreeNode) -> List[List[str]]:
        ht = lambda node: 1 + max(ht(node.left), ht(node.right)) if node else 0 # height of binary tree 
        m = ht(root) # rows 
        n = 2**m - 1 # columns 
        
        def dfs(node, i, lo=0, hi=n): 
            """"""Populate ans via dfs.""""""
            if not node: return 
            mid = lo + hi >> 1
            ans[i][mid] = str(node.val)
            dfs(node.left, i+1, lo, mid) or dfs(node.right, i+1, mid+1, hi)

        ans = [[""""]*n for _ in range(m)]
        dfs(root, 0)
        return ans",Medium,0.19402985074626866,0.15275257108287962,0.21052631578947367,0.2857142857142857,0.11538461538461539,0.26563564875491485,0.375
"class Solution:
    def judgeCircle(self, moves: str) -> bool:
        x,y=0,0
        for i in range(len(moves)):
            if (moves[i] == 'L'):
                x += 1;
            if (moves[i] == 'R'):
                x -= 1;
            if (moves[i] == 'U'):
                y += 1;
            if (moves[i] == 'D'):
                y -= 1;
        return x==0 and y==0",Low,0.14925373134328357,0.08741681790683606,0.47368421052631576,0.2857142857142857,0.19230769230769232,0.15668414154652688,0.46875
"class Solution:
    def findClosestElements(self, arr: List[int], k: int, x: int) -> List[int]:
        li=[]
        ans=[]
        for i in range(len(arr)):
            diff=abs(arr[i]-x)
            heapq.heappush(li,[diff,arr[i]])
        for i in range(k):
            diff,val=heapq.heappop(li)
            ans.append(val)
        ans.sort()
        return ans",High,0.13432835820895522,0.08469449485783424,0.3157894736842105,0.2857142857142857,0.19230769230769232,0.1837245323483856,0.203125
"class Solution:
    def isPossible(self, nums: List[int]) -> bool:
        freq = {}
        for x in nums: freq[x] = 1 + freq.get(x, 0) # frequency table of nums
        
        seen = deque()
        for i, x in enumerate(nums):
            if i == 0 or nums[i-1] != x: 
                if (n := freq[x] - freq.get(x-1, 0)) > 0: seen.extend([x]*n)
                elif any(x - seen.popleft() < 3 for _ in range(-n)): return False 
                if not freq.get(x+1, 0) and any(x - seen.popleft() < 2 for _ in range(freq[x])): return False 
        return True",Low,0.13432835820895522,0.14458560193587416,0.42105263157894735,0.2857142857142857,0.3076923076923077,0.4243536280233529,0.34375
"class Solution:
    def imageSmoother(self, M: List[List[int]]) -> List[List[int]]:
        m, n = len(M), len(M[0])
        # Calculate sums in the same row.
        for i in range(m):
            tmp = M[i][0]
            for j in range(1, n):
                value = M[i][j]
                M[i][j - 1] += value
                M[i][j] += tmp
                tmp = value

        # Calculate the sums by columns.
        for j in range(n):
            tmp = M[0][j]
            for i in range(1, m):
                value = M[i][j]
                M[i - 1][j] += value
                M[i][j] += tmp
                tmp = value
        
        # Calulate the number of cells.
        for i in range(m):
            x = 3 - (1 if i == 0 else 0) - (1 if i == m - 1 else 0)
            for j in range(n):
                y = 3 - (1 if j == 0 else 0) - (1 if j == n - 1 else 0)
                M[i][j] //= x * y
        return M",Low,0.373134328358209,0.25468844525105866,0.5263157894736842,0.2857142857142857,0.38461538461538464,0.198398136012815,0.5625
"class Solution:
    def widthOfBinaryTree(self, root: TreeNode) -> int:
        if not root:
            return 0
        L=[[root]]
        V=[[0]]
        while L[-1]:
            R=[]
            S=[]
            for i in range(len(L[-1])):
                if L[-1][i].left:
                    S.append(2*V[-1][i])
                    R.append(L[-1][i].left)
                if L[-1][i].right:
                    S.append(2*V[-1][i]+1)
                    R.append(L[-1][i].right)
            V.append(S)
            L.append(R)
        v=[S[-1]-S[0]+1 for S in V if S]
        return max(v)",High,0.2537313432835821,0.1542649727767695,0.42105263157894735,0.42857142857142855,0.2692307692307692,0.15826722770228324,0.15625
"class Solution:
    def strangePrinter(self, s: str) -> int:
        s = """".join(ch for i, ch in enumerate(s) if i == 0 or s[i-1] != ch)
        
        @cache
        def fn(lo, hi): 
            """"""Return min ops to print s[lo:hi].""""""
            if lo == hi: return 0
            ans = 1 + fn(lo+1, hi)
            for mid in range(lo+1, hi): 
                if s[lo] == s[mid]: 
                    ans = min(ans, fn(lo, mid) + fn(mid+1, hi))
            return ans 
        
        return fn(0, len(s))",Medium,0.1791044776119403,0.12825166364186327,0.21052631578947367,0.2857142857142857,0.19230769230769232,0.2259127504212695,0.40625
"class Solution:
    def checkPossibility(self, nums: List[int]) -> bool:
        changes = 0
        for i, j in zip(range(0, len(nums) - 1), range(1, len(nums))):
            if nums[j] < nums[i]:
                lchanges, rchanges = 0, 0
                for x in reversed(range(0, j)):
                    if nums[x] > nums[j]:
                        lchanges += 1
                        if lchanges == 2:
                            break;
                    else:
                        break
                for y in range(j, len(nums)):
                    if nums[y] < nums[i]:
                        rchanges += 1
                        if rchanges == 2:
                            break
                    else:
                        break
                changes += min(lchanges, rchanges)
                if changes >= 2:
                    return False
        return True",Low,0.31343283582089554,0.24470659407138537,0.42105263157894735,0.5714285714285714,0.34615384615384615,0.25912587611829735,0.5625
"class Solution:
    def constructArray(self, n: int, k: int) -> List[int]:
        t=[i for i in range(1,n+1)]
        for j in range(1,k):
            t[j:]=t[j:][::-1]
        return t",High,0.04477611940298507,0.030248033877797943,0.2631578947368421,0.14285714285714285,0.07692307692307693,0.23622542595019666,0.171875
"class Solution:
    def findKthNumber(self, m: int, n: int, k: int) -> int:
        pq = [(1, 1, 1)]    # Priority queue (table[i][j], i, j)
        seen = set((1,1))   # Visited nodes
        
        # Traverse the first k-1 nodes
        for i in range(1, k):
            # Pop ith smallest node
            cur, a, b = heappop(pq)
            
            # Add right node if it hasn't been seen to pq
            if a < m and (a+1, b) not in seen: 
                heappush(pq, (cur+b, a+1, b))
                seen.add((a+1, b))
            
            # Add left node if it hasn't been seen to pq
            if b < n and (a, b+1) not in seen: 
                heappush(pq, (cur+a, a, b+1))
                seen.add((a, b+1))
        
        # Next node in priority queue is the kth smallest node
        return heappop(pq)[0]",Low,0.2835820895522388,0.2265577737447066,0.3684210526315789,0.2857142857142857,0.19230769230769232,0.2704736940647819,0.46875
"class Solution:
    def trimBST(self, root: TreeNode, L: int, R: int) -> TreeNode:
        # iterative
        if root is None: return None
        
        while root and (root.val < L or root.val > R):
            if root.val < L: root = root.right
            else: root = root.left
        
        lnode = rnode = root
        while lnode.left:
            if lnode.left.val < L:
                lnode.left = lnode.left.right
            else: lnode = lnode.left
        while rnode.right:
            if rnode.right.val > R:
                rnode.right = rnode.right.left
            else: rnode = rnode.right
        return root",Low,0.23880597014925373,0.16606170598911071,0.5263157894736842,0.2857142857142857,0.2692307692307692,0.21052861511577112,0.421875
"class Solution:
    def maximumSwap(self, num: int) -> int:
        num = str(num)
        
        for i in range(len(num)):
            max_number = max([k for k in num[i:]])
            index = max([k for k in range(i, len(num)) if num[k]==max_number])
            
            if int(num[i])<int(max_number):
			    # String does not support item assignment, so using slicing for swapping the elements.
                num = num[:i] + num[index] + num[i+1:index] + num[i] + num[index+1:]
                break
                
        return int(num)",Medium,0.16417910447761194,0.14156079854809436,0.3157894736842105,0.2857142857142857,0.23076923076923078,0.30861982054642606,0.25
"class Solution:
    def findSecondMinimumValue(self, root: TreeNode) -> int:
        if not root.left:
            return -1

        if not root:
            return -1
        left=self.findSecondMinimumValue(root.left)
        right = self.findSecondMinimumValue(root.right)
        if root.right.val>root.val:
            if left==-1:
                return root.right.val
            else:
                return min(left,root.right.val)
        elif root.left.val>root.val:
            if right==-1:
                return root.left.val
            else:
                return min(right,root.left.val)
        else:
            if left==-1:
                return right
            if right==-1:
                return left
            return min(left, right)",Medium,0.3283582089552239,0.20538415003024804,0.21052631578947367,0.2857142857142857,0.3076923076923077,0.16503931847968548,0.46875
"class Solution:
    # Operations: O(flip odds), E(flip evens), A(flip all), T(flip 3k + 1), N(flip nothing)
    states = {
        'N': 0b000,
        'A': 0b111,
        'O': 0b101,
        'E': 0b010,
        'T': 0b001,
        'AT': 0b111 ^ 0b001,
        'OT': 0b101 ^ 0b001,
        'ET': 0b010 ^ 0b001,
    }
    steps = {
        0: ['N'],
        1: ['A', 'O', 'E', 'T'],
        2: ['N', 'A', 'O', 'E', 'AT', 'OT', 'ET'],
        3: states.keys(),
    }
    def flipLights(self, n: int, m: int) -> int:
        n, m = min(n, 3), min(m, 3)
        mask = (1 << n) - 1
        ans = set()
        for s in self.steps[m]:
            ans.add((0b111 ^ self.states[s]) &amp; mask)
        return len(ans)",Low,0.3283582089552239,0.18844525105868118,0.2631578947368421,0.14285714285714285,0.038461538461538464,0.13384665792922676,0.8125
"class Solution:
    def findNumberOfLIS(self, nums: List[int]) -> int:
        lis = [[1, 1] for _ in nums] # longest increasing subsequence (length &amp; count)
        for i, x in enumerate(nums): 
            for ii in range(i): 
                if nums[ii] < x: 
                    if lis[ii][0] + 1 > lis[i][0]: lis[i] = [1 + lis[ii][0], lis[ii][1]]
                    elif lis[ii][0] + 1 == lis[i][0]: lis[i][1] += lis[ii][1]
        mx, _ = max(lis, default=(0, 0))
        return sum(y for x, y in lis if x == mx)",Low,0.1044776119402985,0.13218390804597702,0.47368421052631576,0.2857142857142857,0.3076923076923077,0.5157710790738316,0.390625
"class Solution:
    def findLengthOfLCIS(self, nums: List[int]) -> int:
        curlen = 0
        maxlen = 0
        if not nums:
            return 0
        for i in nums:
            if nums[i] < nums[i+1]:
                curlen +=1
                maxlen = curlen
        return maxlen",High,0.11940298507462686,0.062008469449485785,0.3157894736842105,0.2857142857142857,0.11538461538461539,0.12794233289646137,0.125
"class Solution:
    def valid(self, s, stack=[]):
        i, l = 0, len(s)
        if not l:
            return True
        
        while i<l:
            c = s[i]
            if c == '(':
                stack.append(c)
                
            elif c == ')':
                if stack and stack[-1] == '(':
                    stack.pop()
                else:
                    return False
                
            else:
                sub = s[i+1:]
                return (self.valid('('+sub, stack[:])
                       or self.valid(')'+sub, stack[:])
                       or self.valid(sub, stack[:]))
            
            i += 1
            
        return True if len(stack)==0 else False
    
    
    def checkValidString(self, s: str) -> bool:
        return self.valid(s)",Low,0.40298507462686567,0.21839080459770116,0.2631578947368421,0.42857142857142855,0.23076923076923078,0.11139332037781892,0.578125
"class Solution:
    def validPalindrome(self, s: str) -> bool:
        n=len(s)
        left,right=0,n-1
        cnt=0
        while left<=right:
            if s[left]==s[right]:
                left+=1
                right-=1
            else:
                if cnt==1:
                    return False
                else:
                    if self.check(s,left+1,right):
                        left+=1
                    elif self.check(s,left,right-1):
                        right-=1
                    else:
                        return False
                    cnt+=1
        return True
    def check(self,s,left,right):
        if s[left:right+1]==s[left:right+1][::-1]:
            return True
        return False",Low,0.3283582089552239,0.1969147005444646,0.3157894736842105,0.42857142857142855,0.23076923076923078,0.14944298820445606,0.65625
"class Solution:
    def calPoints(self, ops: List[str]) -> int:
        res = []
        for i in ops:
            if i == 'C':
                res.pop()
            elif i == 'D':
                x = res[len(res)-1]
                res.append(2*x)
            elif i == '+':
                x = res[len(res) - 1]
                y = res[len(res) - 2]
                res.append(x+y)
            else:
                res.append(int(i))
            
            
        return sum(res)",High,0.22388059701492538,0.12099213551119177,0.42105263157894735,0.42857142857142855,0.15384615384615385,0.1211009174311927,0.28125
"class Solution:
    def findRedundantConnection(self, edges: List[List[int]]) -> List[int]:
        dict={}
        n=len(edges)
        for i in range(1,n+1):
            dict[i]=i
            
        def find_parent(u):
            if dict[u]==u:
                
                return u
            else:
                a=find_parent(dict[u])
                
                dict[u]=a
                return a
            
        for i,j in edges:
            u=find_parent(i)
            v=find_parent(j)
            
            if u==v:
                return [i,j]
            else:
                dict[v]=u",Medium,0.3283582089552239,0.16152450090744103,0.3157894736842105,0.42857142857142855,0.15384615384615385,0.08427260812581908,0.375
"class Solution:
    def longestUnivaluePathUtil(self, root: TreeNode, maxCounter) -> int:
        counter = 0
        counterChoose = [0]
        if root!=None:
            if root.left!=None:
                temp = self.longestUnivaluePathUtil(root.left, maxCounter) + 1
                if root.val==root.left.val:
                    counterChoose.append(temp)
                    counter+= temp
            if root.right!=None:
                temp = self.longestUnivaluePathUtil(root.right, maxCounter) + 1
                if root.val==root.right.val:
                    counter+= temp
                    counterChoose.append(temp)
        maxCounter[0] = max(maxCounter[0], counter)
        return max(counterChoose)
    def longestUnivaluePath(self, root: TreeNode) -> int:
        maxCounter = [0]
        self.longestUnivaluePathUtil(root, maxCounter)
        return maxCounter[0]",Low,0.26865671641791045,0.24319419237749546,0.42105263157894735,0.2857142857142857,0.19230769230769232,0.33381389252948895,0.484375
"class Solution:
    def maxSumOfThreeSubarrays(self, nums: List[int], k: int) -> List[int]:
        n = len(nums)
        curr = sum(nums[:k])
        # groups of sum-k 
        g = [0]*n
        for i in range(n-k+1):
            g[i] = curr
            if i+k < n:
                curr += nums[i+k] - nums[i]
        # pre[i]: the previous group index with maximum sum when i is the center group
        pre = [0]*n
        for i in range(k+1, n-2*k+1):
            pre[i] = pre[i-1] if g[pre[i-1]] >= g[i-k] else i-k
        # after[i]: the next group index with maximum sum when i is the center group
        after = [n-k]*n
        for i in range(n-2*k, k-1, -1):
            after[i] = after[i+1] if g[after[i+1]] > g[i+k] else i+k
        
        # Final iteration: find the maximum total sum with their group index 
        ans = []
        S = 0
        for i in range(k, n-2*k+1):
            curr = g[pre[i]] + g[i] + g[after[i]]
            if curr > S:
                S = curr
                ans = [pre[i], i, after[i]]
        return ans",Low,0.373134328358209,0.2928009679370841,0.5263157894736842,0.2857142857142857,0.3076923076923077,0.2607834571137324,0.578125
"class Solution(object):
    def getImportance(self, employees, id):
        """"""
        :type employees: Employee
        :type id: int
        :rtype: int
        """"""
        d = dict()
        for node in employees:
            d[node.id] = node
            
        def Importance(node):
            if len(node.subordinates)==0:
                return node.importance
            else:
                S = node.importance
                for _id in node.subordinates:
                    S += Importance(d[_id])
                return S
                
        return Importance(d[id])",High,0.26865671641791045,0.15245009074410162,0.2631578947368421,0.2857142857142857,0.11538461538461539,0.13328964613368285,0.265625
"class Solution:
    def minStickers(self, stickers: List[str], target: str) -> int:

        stickers = [Counter(s) for s in stickers if set(s)&amp;set(target)]
        dp = {}
        def generate(target):
            if not target: return 0
            if target in dp: return dp[target]
            
            target_counter = Counter(target)
            res = float(""inf"")
            for sticker in stickers:
                if sticker[target[0]] == 0: continue
                tmp = 1 + generate("""".join([letter*count for letter,count in (target_counter-sticker).items()]))

                res = min(res,tmp)
            dp[target] = res
            return res

        res = generate(target)
        return -1 if res == float(""inf"") else res",Medium,0.26865671641791045,0.20114942528735633,0.21052631578947367,0.2857142857142857,0.3076923076923077,0.2409043250327654,0.359375
"class Solution:
    def topKFrequent(self, words: List[str], k: int) -> List[str]:
        """"""
        Firstly, we use a Counter to count the frequency of each word within
        words, assigning the outcome as count. Then, for each key, value pair
        in count, a tuple of (value, key) is created, which is subsequently 
        sorted using a lambda of -x[0] (the frequency, sorted high to low), and 
        the lexographical order within the frequency. Finally, the k largest
        values of words are returned.
        
        :param words: the words to be considered. (List[str])
        :param k: the number of words to be considered. (int)
        :return outcome_list: the list containing the outcome. (List[str])
        """"""
        words = ((value, key) for key, value in Counter(words).items())
        words = sorted(words, key=lambda x: (-x[0], x[1]))
        return [value for key, value in words[:k]]",Low,0.208955223880597,0.2534785238959468,0.21052631578947367,0.14285714285714285,0.11538461538461539,0.5109436435124509,0.4375
"class Solution:
    def hasAlternatingBits(self, n: int) -> bool:
        while True:
            previous_bit = n &amp; 1
            n >>= 1
            if not n:
                return True
            
            current_bit = n &amp; 1
            if previous_bit == current_bit:
                return False
            previous_bit = current_bit",High,0.13432835820895522,0.08076225045372051,0.3157894736842105,0.2857142857142857,0.11538461538461539,0.1679256523293221,0.1875
